Date,Pair,Type,Price,Amount,Total,Fee,Fee Coin
07-01-2022,XTZUPUSDT,BUY,0.0091,2500,22.75,3.84E-05,BNB
06-01-2022,HIGHUSDT,BUY,9.45,1.507,14.24115,2.24E-05,BNB
06-01-2022,ADAUPUSDT,BUY,25.824,0.39,10.07136,1.58E-05,BNB
06-01-2022,XTZUPUSDT,BUY,0.0103,1344.38,13.847114,2.25E-05,BNB
06-01-2022,DOTUPUSDT,BUY,2.911,7,20.377,3.30E-05,BNB
06-01-2022,ETHUPUSDT,BUY,57.77,0.25,14.4425,2.37E-05,BNB
06-01-2022,DOTUPUSDT,BUY,2.933,4.2,12.3186,2.00E-05,BNB
06-01-2022,XTZUPUSDT,BUY,0.01063,1500,15.945,2.57E-05,BNB
05-01-2022,HIGHUSDT,BUY,9.81,2.017,19.78677,3.12E-05,BNB
05-01-2022,MANAUSDT,BUY,2.8841,4,11.5364,1.81E-05,BNB
05-01-2022,FTTUSDT,BUY,38.09,0.34,12.9506,2.04E-05,BNB
05-01-2022,XTZUPUSDT,BUY,0.01201,1655.62,19.8839962,3.12E-05,BNB
05-01-2022,BTCUSDT,BUY,"43,456.75",0.00025,10.8641875,1.72E-05,BNB
05-01-2022,ADAUPUSDT,BUY,25.7,0.39,10.023,1.58E-05,BNB
05-01-2022,ADAUPUSDT,BUY,25.7,0.58,14.906,2.36E-05,BNB
05-01-2022,SXPUSDT,BUY,1.642,6.1,10.0162,1.59E-05,BNB
05-01-2022,DOTUPUSDT,BUY,3.048,3.42,10.42416,1.66E-05,BNB
05-01-2022,BNBUSDT,BUY,471.8,0.052,24.5336,3.90E-05,BNB
05-01-2022,BNBUSDT,BUY,471.6,0.052,24.5232,3.90E-05,BNB
05-01-2022,MCUSDT,BUY,4.44,2.52,11.1888,1.79E-05,BNB
05-01-2022,MCUSDT,BUY,4.44,2.48,11.0112,1.76E-05,BNB
05-01-2022,ETHUSDT,BUY,"3,519.65",0.003,10.55895,1.69E-05,BNB
05-01-2022,AVAXUSDT,BUY,93.37,0.3,28.011,4.47E-05,BNB
05-01-2022,XTZUPUSDT,BUY,0.01115,1500,16.725,2.69E-05,BNB
05-01-2022,DOTUPUSDT,BUY,2.8,4,11.2,1.83E-05,BNB
05-01-2022,ADAUPUSDT,BUY,25,0.4,10,1.57E-05,BNB
05-01-2022,BNBUSDT,BUY,490,0.021,10.29,1.58E-05,BNB
05-01-2022,BNBUSDT,BUY,500,0.021,10.5,1.58E-05,BNB
04-01-2022,ATOMUSDT,SELL,40,0.25,10,1.46E-05,BNB
01-01-2022,HIGHUSDT,BUY,11.07,1.605,17.76735,2.59E-05,BNB
01-01-2022,QIUSDT,BUY,0.1507,75,11.3025,1.65E-05,BNB
31-12-2021,XTZUPUSDT,BUY,0.01105,1500,16.575,2.45E-05,BNB
31-12-2021,MCUSDT,BUY,4.8,2.09,10.032,1.47E-05,BNB
31-12-2021,BNXUSDT,BUY,63.5,0.75,47.625,7.04E-05,BNB
31-12-2021,DOTUPUSDT,BUY,3.151,3.2,10.0832,1.48E-05,BNB
30-12-2021,MCUSDT,BUY,4.93,2.04,10.0572,1.44E-05,BNB
30-12-2021,ETHUSDT,BUY,"3,600.00",0.0028,10.08,1.48E-05,BNB
29-12-2021,ETHUSDT,BUY,"3,650.00",0.004,14.6,2.14E-05,BNB
29-12-2021,ETHUSDT,BUY,"3,700.00",0.003,11.1,1.60E-05,BNB
29-12-2021,ETHUSDT,BUY,"3,750.00",0.003,11.25,1.59E-05,BNB
28-12-2021,DOTUPUSDT,BUY,3.533,3.18,11.23494,1.58E-05,BNB
20-12-2021,FTMUSDT,BUY,1.3697,12,16.4364,2.37E-05,BNB
20-12-2021,TLMUSDT,BUY,0.2,50,10,1.44E-05,BNB
20-12-2021,BNXUSDT,BUY,71.4,0.25,17.85,2.57E-05,BNB
20-12-2021,OCEANUSDT,BUY,0.7273,15,10.9095,1.60E-05,BNB
20-12-2021,FETUSDT,BUY,0.435,3,1.305,1.90E-06,BNB
20-12-2021,GRTUSDT,BUY,0.595,20,11.9,1.75E-05,BNB
20-12-2021,FETUSDT,BUY,0.435,24,10.44,1.53E-05,BNB
20-12-2021,MCUSDT,BUY,5.22,2,10.44,1.53E-05,BNB
20-12-2021,ADAUPUSDT,BUY,25.538,0.4,10.2152,1.50E-05,BNB
20-12-2021,ICPUSDT,BUY,21.33,0.75,15.9975,2.35E-05,BNB
20-12-2021,AAVEUSDT,BUY,169.5,0.1,16.95,2.49E-05,BNB
20-12-2021,ADAUSDT,BUY,1.213,10,12.13,1.78E-05,BNB
14-12-2021,QIUSDT,BUY,0.1497,69,10.3293,1.50E-05,BNB
14-12-2021,BTCUSDT,BUY,"47,223.37",0.00022,10.3891414,1.49E-05,BNB
14-12-2021,SANDUSDT,BUY,4.7162,3,14.1486,2.03E-05,BNB
14-12-2021,ATOMUSDT,BUY,21.7,0.7,15.19,2.18E-05,BNB
14-12-2021,DARUSDT,BUY,1.933,6,11.598,1.67E-05,BNB
14-12-2021,ICPUSDT,BUY,25.39,0.4,10.156,1.46E-05,BNB
14-12-2021,BNBUSDT,BUY,520,0.05,26,3.75E-05,BNB
14-12-2021,ETHUSDT,BUY,"3,810.40",0.005,19.052,2.74E-05,BNB
14-12-2021,MCUSDT,BUY,4.35,2.31,10.0485,1.45E-05,BNB
14-12-2021,MANAUSDT,BUY,3.1433,5,15.7165,2.23E-05,BNB
14-12-2021,AAVEUSDT,BUY,164.2,0.1,16.42,2.37E-05,BNB
14-12-2021,ADAUPUSDT,BUY,26.714,1.01,26.98114,3.90E-05,BNB
10-12-2021,XRPUSDT,BUY,0.8188,13,10.6444,1.42E-05,BNB
10-12-2021,BTCUSDT,BUY,"47,659.54",0.00021,10.0085034,1.33E-05,BNB
10-12-2021,ETHUSDT,BUY,"3,966.83",0.0032,12.693856,1.69E-05,BNB
10-12-2021,FTTUSDT,BUY,39.26,0.26,10.2076,1.36E-05,BNB
10-12-2021,SOLUSDT,BUY,170,0.06,10.2,1.37E-05,BNB
10-12-2021,ADAUPUSDT,BUY,30.393,0.33,10.02969,1.32E-05,BNB
10-12-2021,LINKUSDT,BUY,19.73,0.98,19.3354,2.52E-05,BNB
10-12-2021,MCUSDT,BUY,4.96,2.02,10.0192,1.31E-05,BNB
10-12-2021,QIUSDT,BUY,0.1566,26,4.0716,5.32E-06,BNB
10-12-2021,QIUSDT,BUY,0.1566,38,5.9508,7.77E-06,BNB
10-12-2021,ADAUSDT,BUY,1.283,7.8,10.0074,1.31E-05,BNB
10-12-2021,MANAUSDT,BUY,3.4411,3,10.3233,1.35E-05,BNB
10-12-2021,ATOMUSDT,BUY,22.71,0.45,10.2195,1.34E-05,BNB
10-12-2021,ADAUSDT,BUY,1.299,7.7,10.0023,1.30E-05,BNB
09-12-2021,DOTUSDT,BUY,27.2,0.37,10.064,1.32E-05,BNB
08-12-2021,DOTUSDT,BUY,28.21,0.36,10.1556,1.33E-05,BNB
08-12-2021,ADAUPUSDT,BUY,33.979,0.45,15.29055,2.00E-05,BNB
08-12-2021,ADAUSDT,BUY,1.35,7.5,10.125,1.34E-05,BNB
08-12-2021,MCUSDT,BUY,5.27,1.91,10.0657,1.32E-05,BNB
07-12-2021,DOTUSDT,BUY,29.2,0.35,10.22,1.32E-05,BNB
06-12-2021,ADAUPUSDT,BUY,32.919,0.38,12.50922,1.66E-05,BNB
06-12-2021,QIUSDT,BUY,0.1653,61,10.0833,0.061,QI
06-12-2021,MCUSDT,BUY,5.64,1.78,10.0392,0.00178,MC
05-12-2021,TLMUSDT,SELL,0.2605,45,11.7225,0.0117225,USDT
05-12-2021,TLMUSDT,BUY,0.2604,46,11.9784,0.046,TLM
05-12-2021,UNIUSDT,BUY,16.28,0.62,10.0936,0.00062,UNI
05-12-2021,AAVEUSDT,BUY,190.4,0.053,10.0912,5.30E-05,AAVE
05-12-2021,BTCUSDT,BUY,"48,924.78",0.0005,24.46239,5.00E-07,BTC
05-12-2021,XECUSDT,BUY,0.00011923,83872,10.00005856,83.87,XEC
05-12-2021,ICPUSDT,BUY,30.33,0.33,10.0089,0.00033,ICP
05-12-2021,PHAUSDT,BUY,0.4639,22,10.2058,1.39E-05,BNB
05-12-2021,MCUSDT,BUY,6.49,2,12.98,0.002,MC
04-12-2021,ADAUPUSDT,BUY,32.82,0.33,10.8306,1.54E-05,BNB
01-12-2021,SOLUSDT,SELL,225.74,0.05,11.287,0.011287,USDT
26-11-2021,XECUSDT,BUY,0.00014295,70630,10.0965585,1.27E-05,BNB
26-11-2021,XECUSDT,BUY,0.00014271,105028,14.98854588,1.89E-05,BNB
26-11-2021,XLMUSDT,BUY,0.3123,35,10.9305,1.43E-05,BNB
26-11-2021,LINKUSDT,BUY,23.71,0.5,11.855,1.54E-05,BNB
26-11-2021,ADAUSDT,BUY,1.546,6.5,10.049,1.30E-05,BNB
26-11-2021,DARUSDT,BUY,3.17983,5,15.89915,2.05E-05,BNB
26-11-2021,ADAUPUSDT,BUY,45.461,1.11,50.46171,6.53E-05,BNB
26-11-2021,MANAUSDT,BUY,4.5557,4,18.2228,2.33E-05,BNB
26-11-2021,DOTUSDT,BUY,35.3,0.3,10.59,1.37E-05,BNB
26-11-2021,ADAUSDT,BUY,1.539,22.8,35.0892,4.52E-05,BNB
26-11-2021,SOLUSDT,BUY,191.77,0.08,15.3416,1.98E-05,BNB
26-11-2021,ADAUPUSDT,BUY,44.388,0.5,22.194,2.87E-05,BNB
26-11-2021,AVAXUSDT,BUY,106.08,0.15,15.912,2.06E-05,BNB
26-11-2021,ADAUSDT,BUY,1.529,20,30.58,3.93E-05,BNB
26-11-2021,ADAUSDT,BUY,1.638,9,14.742,1.79E-05,BNB
26-11-2021,ADAUSDT,BUY,1.638,1.7,2.7846,3.36E-06,BNB
24-11-2021,LINKUSDT,BUY,25.73,0.5,12.865,1.64E-05,BNB
24-11-2021,ATOMUSDT,BUY,29.65,0.55,16.3075,2.08E-05,BNB
24-11-2021,ADAUPUSDT,BUY,54.194,0.19,10.29686,1.31E-05,BNB
24-11-2021,ADAUSDT,BUY,1.65,9,14.85,1.90E-05,BNB
24-11-2021,ADAUPUSDT,BUY,57.6,0.2,11.52,1.49E-05,BNB
24-11-2021,ADAUSDT,BUY,1.693,30,50.79,6.55E-05,BNB
24-11-2021,ONEUSDT,BUY,0.31509,50,15.7545,2.03E-05,BNB
24-11-2021,ADAUSDT,BUY,1.689,6.2,10.4718,1.35E-05,BNB
23-11-2021,QIUSDT,BUY,0.235,50,11.75,1.57E-05,BNB
23-11-2021,DOTUSDT,BUY,39.4,0.1,3.94,5.23E-06,BNB
23-11-2021,DOTUSDT,BUY,39.4,0.3,11.82,1.57E-05,BNB
23-11-2021,AVAXUSDT,SELL,133.94,0.15,20.091,2.68E-05,BNB
23-11-2021,QIUSDT,BUY,0.2452,54,13.2408,1.74E-05,BNB
20-11-2021,AVAXUSDT,SELL,118.22,0.18,21.2796,2.73E-05,BNB
20-11-2021,AVAXUSDT,BUY,118.18,0.09,10.6362,1.36E-05,BNB
20-11-2021,GALAUSDT,SELL,0.35985,28,10.0758,1.29E-05,BNB
20-11-2021,GALAUSDT,SELL,0.3,34,10.2,1.30E-05,BNB
18-11-2021,ADAUPUSDT,BUY,65,0.16,10.4,1.43E-05,BNB
17-11-2021,ADAUPUSDT,BUY,72.374,0.17,12.30358,1.60E-05,BNB
17-11-2021,GALAUSDT,SELL,0.21001,58,12.18058,1.59E-05,BNB
16-11-2021,DOTUSDT,BUY,42.07,0.55,23.1385,2.96E-05,BNB
16-11-2021,GRTUSDT,BUY,0.9413,11,10.3543,1.32E-05,BNB
16-11-2021,FETUSDT,BUY,0.7809,13,10.1517,1.30E-05,BNB
16-11-2021,ADAUPUSDT,BUY,76.946,0.2,15.3892,1.94E-05,BNB
12-11-2021,IOTXUSDT,BUY,0.16309,62,10.11158,1.20E-05,BNB
11-11-2021,ADAUPUSDT,BUY,96.527,0.11,10.61797,1.27E-05,BNB
11-11-2021,ADAUPUSDT,BUY,97.348,0.11,10.70828,1.29E-05,BNB
04-11-2021,OCEANUSDT,BUY,0.9746,11,10.7206,1.45E-05,BNB
04-11-2021,ADAUSDT,BUY,1.983,5.1,10.1133,1.37E-05,BNB
04-11-2021,ATOMUSDT,BUY,36.92,0.28,10.3376,1.40E-05,BNB
02-11-2021,XECUSDT,BUY,0.00017917,55815,10.00037355,1.34E-05,BNB
29-10-2021,FTMUSDT,BUY,3.0266,4,12.1064,1.83E-05,BNB
27-10-2021,EOSUSDT,BUY,4.238,2.4,10.1712,1.68E-05,BNB
27-10-2021,VETUSDT,BUY,0.12766,106.2,13.557492,2.24E-05,BNB
27-10-2021,FTMUSDT,BUY,2.8366,6,17.0196,2.82E-05,BNB
27-10-2021,ADAUSDT,BUY,1.944,12.2,23.7168,3.95E-05,BNB
26-10-2021,SHIBUSDT,SELL,0.0000467,1529052,71.4067284,0.00011058,BNB
25-10-2021,XTZUSDT,BUY,6.606,1.6,10.5696,1.63E-05,BNB
25-10-2021,XECUSDT,BUY,0.00019203,52070,9.9990021,1.52E-05,BNB
25-10-2021,SXPUSDT,BUY,2.285,6.4,14.624,2.25E-05,BNB
25-10-2021,THETAUSDT,BUY,6.745,2.3,15.5135,2.39E-05,BNB
25-10-2021,FETUSDT,BUY,0.7495,50,37.475,5.77E-05,BNB
25-10-2021,OCEANUSDT,BUY,0.9061,12,10.8732,1.68E-05,BNB
25-10-2021,ADAUSDT,BUY,2.153,8.4,18.0852,2.80E-05,BNB
25-10-2021,ADAUSDT,BUY,2.153,4.7,10.1191,1.57E-05,BNB
24-10-2021,FETUSDT,BUY,0.7768,13,10.0984,1.56E-05,BNB
24-10-2021,XECUSDT,BUY,0.00019203,52008,9.98709624,1.52E-05,BNB
23-10-2021,ADAUSDT,BUY,2.15,4.7,10.105,1.59E-05,BNB
19-10-2021,FETUSDT,BUY,0.7279,7,5.0953,7.80E-06,BNB
19-10-2021,FETUSDT,BUY,0.7279,15,10.9185,1.67E-05,BNB
19-10-2021,XTZUSDT,BUY,6.601,1.6,10.5616,1.61E-05,BNB
19-10-2021,GRTUSDT,BUY,0.7673,14,10.7422,1.64E-05,BNB
04-10-2021,CAKEUSDT,BUY,18.98,0.42,7.9716,1.44E-05,BNB
04-10-2021,CAKEUSDT,BUY,18.97,1.07,20.2979,3.68E-05,BNB
30-09-2021,AVAXUSDT,BUY,66.23,0.17,11.2591,2.25E-05,BNB
29-09-2021,DOTUSDT,BUY,26.97,0.61,16.4517,3.39E-05,BNB
29-09-2021,ATOMUSDT,BUY,33.78,0.6,20.268,4.17E-05,BNB
29-09-2021,LTCUSDT,BUY,145.3,0.071,10.3163,2.12E-05,BNB
29-09-2021,ETHUSDT,BUY,"2,818.76",0.0036,10.147536,2.09E-05,BNB
29-09-2021,GALAUSDT,BUY,0.08161,123,10.03803,2.06E-05,BNB
29-09-2021,LINKUSDT,BUY,22.81,0.44,10.0364,2.07E-05,BNB
29-09-2021,ADAUSDT,BUY,2.05,4.9,10.045,2.05E-05,BNB
26-09-2021,VETUSDT,BUY,0.0917,119.9,10.99483,2.38E-05,BNB
26-09-2021,FTMUSDT,BUY,1.1897,9,10.7073,2.34E-05,BNB
26-09-2021,SOLUSDT,BUY,130.32,0.12,15.6384,3.45E-05,BNB
26-09-2021,BNBUSDT,BUY,339.6,0.033,11.2068,2.48E-05,BNB
26-09-2021,ETHUSDT,BUY,"2,855.29",0.0043,12.277747,2.72E-05,BNB
26-09-2021,LINKUSDT,BUY,23.79,0.64,15.2256,3.36E-05,BNB
25-09-2021,EOSUSDT,BUY,3.986,3.8,15.1468,3.23E-05,BNB
25-09-2021,GALAUSDT,BUY,0.09414,159,14.96826,3.20E-05,BNB
24-09-2021,BNBUSDT,BUY,353.1,0.029,10.2399,2.18E-05,BNB
24-09-2021,VTHOUSDT,BUY,0.008424,1188,10.007712,2.13E-05,BNB
24-09-2021,ETHUSDT,BUY,"2,900.66",0.0035,10.15231,2.16E-05,BNB
24-09-2021,VETUSDT,BUY,0.0927,107.9,10.00233,2.13E-05,BNB
22-09-2021,SOLUSDT,BUY,127.65,0.08,10.212,2.17E-05,BNB
22-09-2021,ETHUSDT,BUY,"2,855.49",0.0053,15.134097,3.21E-05,BNB
20-09-2021,ATOMUSDT,BUY,37.57,0.27,10.1439,2.04E-05,BNB
20-09-2021,SOLUSDT,BUY,132.4,0.11,14.564,3.04E-05,BNB
20-09-2021,ADAUSDT,BUY,2,5.1,10.2,2.14E-05,BNB
20-09-2021,CAKEUSDT,BUY,19.53,1,19.53,4.00E-05,BNB
20-09-2021,FETUSDT,BUY,0.65,16,10.4,2.13E-05,BNB
20-09-2021,VETUSDT,BUY,0.09749,102.6,10.002474,1.96E-05,BNB
20-09-2021,SOLUSDT,BUY,139.11,0.08,11.1288,2.18E-05,BNB
20-09-2021,ADAUSDT,BUY,2.115,4.8,10.152,1.99E-05,BNB
17-09-2021,XECUSDT,BUY,0.00024,41669,10.00056,1.75E-05,BNB
16-09-2021,SOLUSDT,BUY,150.5,0.07,10.535,1.88E-05,BNB
16-09-2021,ATOMUSDT,BUY,35.33,0.29,10.2457,1.82E-05,BNB
16-09-2021,ADAUSDT,BUY,2.425,4.2,10.185,1.80E-05,BNB
16-09-2021,SOLUSDT,BUY,156.77,0.07,10.9739,1.91E-05,BNB
15-09-2021,ADAUSDT,BUY,2.479,4.2,10.4118,1.83E-05,BNB
15-09-2021,XECUSDT,SELL,0.00024697,52637,12.99975989,2.27E-05,BNB
14-09-2021,MATICUSDT,BUY,1.295,11.7,15.1515,2.80E-05,BNB
14-09-2021,LINKUSDT,BUY,29.26,0.42,12.2892,2.25E-05,BNB
14-09-2021,SOLUSDT,BUY,145.78,0.08,11.6624,2.18E-05,BNB
14-09-2021,ALGOUSDT,BUY,2.0217,7,14.1519,2.61E-05,BNB
14-09-2021,ADAUSDT,BUY,2.366,4.3,10.1738,1.88E-05,BNB
14-09-2021,EOSUSDT,BUY,4.777,2.2,10.5094,1.94E-05,BNB
14-09-2021,FTMUSDT,BUY,1.2197,9,10.9773,2.02E-05,BNB
14-09-2021,AVAXUSDT,BUY,51.97,0.2,10.394,1.91E-05,BNB
14-09-2021,SOLUSDT,BUY,156.38,0.11,17.2018,3.17E-05,BNB
14-09-2021,SHIBUSDT,BUY,0.00000654,1529052,10.00000008,1.15E-05,BNB
14-09-2021,VETUSDT,BUY,0.11539,86.7,10.004313,1.86E-05,BNB
14-09-2021,ADAUSDT,BUY,2.399,4.2,10.0758,1.87E-05,BNB
13-09-2021,XECUSDT,BUY,0.00023,100000,23,4.35E-05,BNB
13-09-2021,XECUSDT,SELL,0.00022839,43836,10.01170404,1.88E-05,BNB
13-09-2021,XECUSDT,SELL,0.00023384,47076,11.00825184,2.06E-05,BNB
13-09-2021,ADAUSDT,BUY,2.415,4.2,10.143,1.90E-05,BNB
13-09-2021,XECUSDT,BUY,0.00022598,44272,10.00458656,1.83E-05,BNB
13-09-2021,ETHUSDT,BUY,"3,188.72",0.0032,10.203904,1.96E-05,BNB
13-09-2021,AVAXUSDT,BUY,49.5,0.21,10.395,2.02E-05,BNB
13-09-2021,ALGOUSDT,BUY,2.0855,5,10.4275,1.98E-05,BNB
13-09-2021,AVAXUSDT,BUY,51.14,0.2,10.228,1.95E-05,BNB
13-09-2021,SOLUSDT,BUY,157.16,0.07,11.0012,2.07E-05,BNB
13-09-2021,VETUSDT,BUY,0.11564,86.5,10.00286,1.86E-05,BNB
13-09-2021,AVAXUSDT,BUY,54.35,0.19,10.3265,1.91E-05,BNB
13-09-2021,SOLUSDT,BUY,159.64,0.07,11.1748,2.05E-05,BNB
13-09-2021,SOLUSDT,BUY,170,0.18,30.6,5.53E-05,BNB
12-09-2021,ADAUSDT,BUY,2.734,18.8,51.3992,9.23E-05,BNB
12-09-2021,ADAUSDT,BUY,2.66,18.9,50.274,9.02E-05,BNB
12-09-2021,ADAUSDT,BUY,2.669,53.7,143.3253,0.00025622,BNB
08-09-2021,TLMUSDT,BUY,0.218,46,10.028,1.84E-05,BNB
08-09-2021,SXPUSDT,BUY,2.65,3.8,10.07,1.84E-05,BNB
08-09-2021,MATICUSDT,BUY,1.222,8.3,10.1426,1.93E-05,BNB
08-09-2021,DOTUSDT,BUY,26.43,0.39,10.3077,1.95E-05,BNB
08-09-2021,ICPUSDT,BUY,57.17,0.18,10.2906,1.94E-05,BNB
08-09-2021,AVAXUSDT,BUY,36.19,0.29,10.4951,1.95E-05,BNB
07-09-2021,XECUSDT,BUY,0.00024267,49046,11.90199282,2.13E-05,BNB
07-09-2021,XECUSDT,BUY,0.00025455,39458,10.0440339,1.81E-05,BNB
07-09-2021,ADAUSDT,BUY,2.469,6.1,15.0609,2.67E-05,BNB
07-09-2021,FETUSDT,BUY,0.9418,14,13.1852,2.42E-05,BNB
07-09-2021,AVAXUSDT,BUY,35.37,0.46,16.2702,3.00E-05,BNB
07-09-2021,FTMUSDT,BUY,1.4987,7,10.4909,1.85E-05,BNB
07-09-2021,EOSUSDT,BUY,4.702,3,14.106,2.57E-05,BNB
07-09-2021,XECUSDT,BUY,0.00030702,33553,10.30144206,1.66E-05,BNB
29-08-2021,BNBUSDT,BUY,481,0.022,10.582,1.65E-05,BNB
26-08-2021,ADAUSDT,BUY,2.471,4.1,10.1311,1.60E-05,BNB
26-08-2021,XLMUSDT,BUY,0.3328,31,10.3168,1.63E-05,BNB
26-08-2021,DOGEUSDT,BUY,0.2718,37,10.0566,1.57E-05,BNB
26-08-2021,TLMUSDT,BUY,0.324,31,10.044,1.55E-05,BNB
26-08-2021,ADAUSDT,BUY,2.582,3.9,10.0698,1.55E-05,BNB
26-08-2021,XRPUSDT,BUY,1.11,9.01,10.0011,1.55E-05,BNB
26-08-2021,SOLUSDT,BUY,67.5,0.149,10.0575,1.56E-05,BNB
25-08-2021,SOLUSDT,BUY,70.874,0.142,10.064108,1.51E-05,BNB
25-08-2021,ETHUSDT,BUY,"3,094.82",0.00324,10.0272168,1.60E-05,BNB
23-08-2021,MBOXUSDT,SELL,4.721,2.2,10.3862,1.63E-05,BNB
22-08-2021,MBOXUSDT,BUY,4.141,2.5,10.3525,1.72E-05,BNB
20-08-2021,SOLUSDT,BUY,71,0.141,10.011,1.77E-05,BNB
19-08-2021,SOLUSDT,BUY,71.644,0.209,14.973596,2.80E-05,BNB
17-08-2021,BNBUSDT,BUY,418.34,0.0287,12.006358,2.15E-05,BNB
17-08-2021,LTCUSDT,BUY,178.89,0.05586,9.9927954,5.59E-05,LTC
17-08-2021,ADAUSDT,BUY,2.0698,4.84,10.017832,0.00484,ADA
17-08-2021,SOLUSDT,BUY,71,0.212,15.052,0.000212,SOL
16-08-2021,VETUSDT,BUY,0.13472,110.9,14.940448,0.1109,VET
15-08-2021,ETHUSDT,BUY,"3,167.15",0.00322,10.198223,3.22E-06,ETH
13-08-2021,ADAUSDT,BUY,1.95,12.82,24.999,0.01282,ADA
